@relation mosquitos
@attribute mfcc1 real
@attribute mfcc2 real
@attribute mfcc3 real
@attribute mfcc4 real
@attribute mfcc5 real
@attribute mfcc6 real
@attribute mfcc7 real
@attribute mfcc8 real
@attribute mfcc9 real
@attribute mfcc10 real
@attribute mfcc11 real
@attribute mfcc12 real
@attribute mfcc13 real
@attribute mfcc14 real
@attribute mfcc15 real
@attribute mfcc16 real
@attribute mfcc17 real
@attribute mfcc18 real
@attribute mfcc19 real
@attribute mfcc20 real
@attribute mfcc21 real
@attribute mfcc22 real
@attribute mfcc23 real
@attribute mfcc24 real
@attribute mfcc25 real
@attribute mfcc26 real
@attribute mfcc27 real
@attribute mfcc28 real
@attribute mfcc29 real
@attribute mfcc30 real
@attribute class hierarchical Instrument/Aerophone/Wood/Clarinet, Instrument/Aerophone/Wood/Flute, Instrument/Aerophone/Wood/Oboe, Instrument/Aerophone/Brass/Trombone, Instrument/Aerophone/Brass/Tuba, Instrument/Aerophone/Wood/Saxophone, Instrument/Aerophone/Wood/Bassoon, Instrument/Aerophone/Brass/Horn, Instrument/Aerophone/Brass/Trumpet
@data
-517.3046519999999,-36.988369,-37.19795,33.781951,16.971196,18.934503,-30.172417,-4.646184,28.622689,-5.119971,-12.617194,24.012242999999998,1.7106439999999998,-12.636654,2.2097919999999998,-10.988549,38.3576,-27.625749,11.574572,8.862511,13.453244,7.408414,7.608673,2.746275,5.930775,-3.230861,-13.306246,20.23293,-8.171426,1.555775,'Instrument.Aerophone.Wood.Clarinet'
-575.0317769999999,-10.797991,-52.993984,2.029256,7.357597999999999,50.701204,22.829815,-11.645888000000001,-44.334844,23.135417,22.080612,-17.858334,-20.546859,5.4341669999999995,-9.924063,19.139743,33.995132,-32.795159000000005,-0.639177,19.5355,13.7507,18.898307,-7.263361,8.616396,-3.5161849999999997,13.256706,8.16152,-17.270560999999997,2.820382,0.107735,'Instrument.Aerophone.Wood.Clarinet'
-358.891176,4.8891860000000005,-38.847819,-8.029446,-40.994993,-19.276401,-27.270633,7.641633000000001,19.194229,21.60233,-3.5192129999999997,-23.858276999999998,-9.238633,10.045339,3.154794,-5.346238,23.240573,10.289583,-16.473526,-6.733759,9.606731,-8.443138000000001,-4.91266,8.405834,-3.52012,12.228741000000001,10.87529,-15.764529999999999,3.8064839999999998,-3.164547,'Instrument.Aerophone.Wood.Clarinet'
-579.9015410000001,-32.419937,-66.669336,-0.071422,5.212727,45.820049,10.079688,-11.086253999999998,-19.991938,35.7408,21.199561,-22.514438000000002,-12.370908,6.608449,1.3792950000000002,28.165751,7.773646,-34.482122,25.902864,14.951042999999999,6.138026,-2.1941889999999997,-13.643204999999998,19.245514,-1.207703,22.425035,-28.763212,9.354104,3.0563540000000002,7.856952000000001,'Instrument.Aerophone.Wood.Clarinet'
-381.27287,40.645956,-45.198617999999996,26.041872,-4.823613,14.029998999999998,7.357419999999999,-0.716642,-2.853773,-15.868602,-22.419601,-25.353379999999998,-21.123256,-2.7410419999999998,-1.6593209999999998,-6.767241,-20.196788,-17.131803,-14.655412,-6.755503999999999,2.290454,26.482838,30.821246000000002,3.9256660000000005,-0.585921,-0.009981,4.508829,13.008011999999999,7.243075,-2.4858029999999998,'Instrument.Aerophone.Wood.Clarinet'
-505.590201,7.218692999999999,-39.234718,-17.508843,-7.882427000000001,-0.040431,14.670314000000001,16.61917,-2.777773,-15.839729,-31.20797,1.7223529999999998,23.635315,18.840993,27.880067999999998,14.210073999999999,-15.263673999999998,-17.883044,18.05416,19.504015,-4.480852,1.760919,-3.461778,2.578302,-5.780542,-2.9327669999999997,25.604172,12.74825,-7.695809,4.320766000000001,'Instrument.Aerophone.Wood.Flute'
-682.961723,-0.342731,-31.949278000000003,4.999958,32.988807,-5.021215,-16.995194,-0.567908,13.331655,-3.257368,3.846725,27.609540999999997,12.643689,7.733644,3.05586,12.430841000000001,0.756622,-14.707798,12.256924,11.195134,-6.7418949999999995,-3.3238529999999997,11.451181,20.998,-5.623953,-2.007762,16.948816,4.2146669999999995,-5.839271,3.5402989999999996,'Instrument.Aerophone.Wood.Flute'
-587.953117,-3.813383,-45.020912,-11.332794,31.759854999999998,31.491789,-18.642607,-28.684378999999996,5.786579,28.111444,-5.47052,-23.666216,20.333045000000002,22.795134,21.537653,-0.201312,-20.523363,23.644875,7.360063,-5.123948,-9.204561,6.501196,18.44165,0.284567,-4.65713,-0.227304,21.332693,4.850089,-0.43760600000000005,6.434571,'Instrument.Aerophone.Wood.Flute'
-696.892504,58.809366000000004,-26.694670000000002,16.489401,4.125973,-15.389510000000001,-32.615111,-26.24506,-11.316042,-1.6465990000000001,2.945047,17.149358,43.232531,44.320208,17.211659,-6.8190800000000005,-0.673795,17.605204,-1.286845,-25.846475,-16.828571,11.404021,6.7847919999999995,-2.246923,10.865642,24.608352,5.127152,-1.291584,10.157387,2.8464810000000003,'Instrument.Aerophone.Wood.Flute'
-576.747125,53.551131000000005,-34.655746,-1.5081209999999998,7.495636,-7.98605,-13.284679,-21.793774,-13.351582999999998,-15.538322,-22.561107999999997,-20.848469,-8.818708,14.260051,46.424013,52.745553,25.227649,-11.564005,-12.826130000000001,16.79772,18.038476,0.215218,-14.264443,4.301017,7.051437,-13.364379000000001,-17.324,13.449572,22.428453,2.675055,'Instrument.Aerophone.Wood.Flute'
-491.293262,-17.481069,-51.023244,-11.369775,-7.920358,-16.91745,-17.346189000000003,40.074037,51.799569,18.773833,-28.218569,-23.061052,14.963660999999998,20.017156,-8.436794,30.315025,39.824032,-9.432546,-29.589337,0.536293,15.294472,1.545444,12.640239999999999,-0.23414200000000002,11.539475,11.250396,-22.023201,2.974711,15.792225,-5.630262,'Instrument.Aerophone.Wood.Oboe'
-447.57487199999997,8.699456,-54.066635,-20.967052,-22.272766,4.61078,-12.61727,29.360435,37.148855,-3.226607,-33.746544,-7.481176,6.178863,16.042358,0.413526,29.398069,19.306155,-20.066659,-21.83236,26.715287,-1.972172,3.235489,6.8344759999999996,-2.958987,15.291432999999998,-8.117911,-17.483365,22.239339,10.74765,-0.9278709999999999,'Instrument.Aerophone.Wood.Oboe'
-442.306562,39.509252000000004,-75.23131500000001,2.2180869999999997,-11.961768,1.630598,-24.338655,-20.376414,1.077834,7.430474,31.185523999999997,29.693690999999998,-2.5051200000000002,-20.33889,-5.430112,7.9924800000000005,-8.356516000000001,-25.946046,-11.141736,27.880906,28.614342999999998,13.306348000000002,15.141778,1.306068,-16.689076,6.431080000000001,17.427001999999998,-11.380794999999999,-11.393699,8.143321,'Instrument.Aerophone.Wood.Oboe'
-623.404154,-33.365035999999996,-48.553625,-3.0162459999999998,22.577425,33.260496999999994,-4.914687000000001,-16.619999,29.15188,37.798437,-20.066021,3.643678,24.04571,19.046087,0.9211959999999999,-19.934317,7.117249,37.244496000000005,-23.582248999999997,5.992303,5.802092,14.056238,1.773016,-2.487001,-6.731114,14.56615,4.875918,-14.732745000000001,14.476894,3.553747,'Instrument.Aerophone.Wood.Oboe'
-529.648667,39.406433,-63.249079,7.544135000000001,-5.360489,12.418224,1.2901040000000001,-2.677781,-5.173652,-13.084807000000001,-17.710262,2.378511,19.849131,53.775493999999995,39.200454,-12.818636999999999,-17.834181,7.504461,29.961703999999997,4.672462,-21.51804,-9.429191000000001,5.870487000000001,-3.3980059999999996,-15.637148000000002,22.566667000000002,30.349908000000003,-2.026367,-1.1848020000000001,14.957647,'Instrument.Aerophone.Wood.Oboe'
-291.67345,57.514219,-26.80827,-0.175928,-3.6493349999999998,4.976319999999999,-2.8714,-7.104659,-3.604346,-8.002941,-0.32763400000000004,1.6630619999999998,3.941778,2.6810240000000003,-2.432105,0.54751,-0.817527,-0.50095,2.44928,0.8215520000000001,-4.289179,2.476972,-3.4380800000000002,0.117074,-2.289614,-3.9768839999999996,-5.675173,-4.508472,-4.516055000000001,-2.21735,'Instrument.Aerophone.Brass.Trombone'
-332.219219,74.423288,-40.28865,2.811025,-11.692881,-1.542821,-8.139526,-7.376537,-6.947419,-4.767569,-6.574633,-5.438423,0.843413,1.489386,-4.855454,1.318484,-0.7688189999999999,-7.635275,-4.025012,-4.095859,-4.880646,-2.4670549999999998,0.823924,2.433903,-5.119572,-2.582243,-2.576126,2.005505,-4.4236379999999995,1.006408,'Instrument.Aerophone.Brass.Trombone'
-318.110292,92.714573,-34.485926,15.229819,-11.467294,7.498044999999999,-1.994907,-9.421726,-7.732319,-6.3512949999999995,-7.228947,-0.324473,3.726789,4.170389,-5.308427,-0.305381,-2.6701479999999997,-6.676122,-7.288406,-1.603716,-7.3078,0.7323029999999999,2.182114,1.727817,-2.960633,-3.036728,-4.60691,0.07336799999999999,-7.561611999999999,-4.494238,'Instrument.Aerophone.Brass.Trombone'
-456.6853,64.32593299999999,-53.187462,-0.805175,-23.848618,-4.993901999999999,-11.028269,-12.389265,-14.132093,-5.226518,-2.484836,-3.9042980000000003,-9.958322,-8.623788000000001,-22.770326999999998,-19.546836,-29.04983,-6.681199,22.63318,36.135081,25.821092,4.173566,-11.282311,-3.8911510000000002,11.434364,9.401259,-4.884419,-6.39124,4.384806,13.743089000000001,'Instrument.Aerophone.Brass.Trombone'
-284.89349,43.679429,-29.767212,7.4942660000000005,2.3791349999999998,7.920387,1.168407,-4.400313,0.49118599999999996,-10.278509,-7.690074000000001,0.45038599999999995,1.711036,-3.3238160000000003,-5.493676,4.632178,-1.642202,-1.131848,1.1872690000000001,-0.039814999999999996,-7.341009,-0.399696,-2.758255,0.184825,0.182152,-4.20795,-8.427716,-2.7493220000000003,-4.845426,-3.4164760000000003,'Instrument.Aerophone.Brass.Trombone'
-464.666659,188.200674,11.157587,15.59668,4.494902,3.7838800000000004,-4.197677,-0.959858,-3.034199,-3.929266,-7.300217,-10.963821000000001,-13.290459,-9.499572,-7.907057000000001,4.404973,2.947867,-0.61121,-2.218248,2.4844,7.372176,7.68221,-0.8280370000000001,-8.949589,-7.1208149999999995,-3.761432,-6.526232,-5.289395,-3.862061,-5.02171,'Instrument.Aerophone.Brass.Tuba'
-658.2701900000001,173.073612,68.038147,24.79508,11.171935000000001,4.796478,1.32633,-7.503717999999999,-2.949231,8.279418,1.44845,-2.523189,-5.684963,-11.000875,-7.630152000000001,5.209189,1.956216,0.15534,6.093105,2.0767830000000003,4.816841999999999,9.874058,5.093022,-0.654219,0.22040900000000002,-2.220529,-3.425956,0.46267299999999995,-7.83772,-6.052383,'Instrument.Aerophone.Brass.Tuba'
-663.2495240000001,183.305879,80.5495,42.449652,26.096218,13.284647,4.434166,-1.4171,2.849197,5.285903,-10.895466,0.42292299999999994,6.5464199999999995,0.295809,1.6662080000000001,8.205494999999999,-3.334293,-2.106979,8.36784,-9.601856,-4.374045,4.430509,-3.429898,0.209377,6.978086,-5.399934,-4.625235,10.016105,-1.9719970000000002,-5.776649,'Instrument.Aerophone.Brass.Tuba'
